fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.9741814851751807,-0.23260309140216784,1.1145884913046735,-0.24631811078428803,-0.11074590338677176,-1.0600072154326077,-0.9622398308660701,1.7569551631187277,-0.786418588436978,-1.313193796914585,-1.1525774719921407,2
0.28189382348777653,0.3780263219145495,0.0908866252245449,-0.24631811078428803,0.1932939489122804,-1.0600072154326077,-0.9622398308660701,1.1053151536595096,0.31610359934147436,-0.9706463450489073,-1.2470368287193156,2
-0.7101368747427719,0.32251455706757515,-1.3934810805916413,-0.31717593583955717,0.05140868450605593,-0.6697566124376906,-0.9925312796933341,-1.0233755439073258,0.7052290773809285,-0.6280988931832293,1.0199877327328943,4
-0.009879911285913975,0.044955732832703967,-0.16503884129548718,0.6039757898789408,-0.25263116779299627,0.013181942803414583,1.976030705378539,0.4536751442002915,-0.26758461771770564,-0.2855514413175519,-0.9636587585377888,2
0.5736675582614671,1.3494822067366001,-0.011483561383467771,0.17882883954732628,-0.21209252081978924,0.793683148793249,0.27970957105175437,0.8881018171730634,-0.00816763235806945,0.05699601054812613,0.16985352218831531,3
-1.1186201034259382,0.21149102737362643,-0.7792599609435643,-0.17546028572901917,0.6392190656175568,0.8912457995419782,-0.32611940549352586,-0.8550352081303406,1.0295003090804753,0.28536097845857755,0.8310690192785442,4
0.9237960399898955,-0.7322089750249364,1.3193288645206993,2.942284016702821,0.1730246254256769,-0.9624445646838784,-0.841074035557014,0.9967084854163166,-0.26758461771770564,0.91336464021232,1.2089064461872443,4
1.3322792686730618,-0.2881148562491422,1.88236489086477,-0.24631811078428803,0.4567951542381256,-0.9624445646838784,-0.81078258672975,0.1278551394706523,-0.33243886405761613,-9.52314294868778e-05,1.2089064461872443,3
0.1651843295782997,-0.23260309140216784,0.0397015319205387,-0.4588915859500955,0.43652583075152207,0.40343254579833177,2.7030254772328752,0.23646180771384526,-2.4726289932746104,7.364674983682584,-0.49136197490191186,3
0.1651843295782997,0.5723174988789598,2.087105264080796,-0.5297494110053644,6.375437612326342,0.3058698950496025,0.27970957105175437,-0.24140753255625205,-1.8889407762154302,2.7973756254735473,-1.058118115264964,2
